Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compliance,errors,version,inferred,has_power,Units,weight_data_types
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-224,resnet,SingleStream,20.632201,acc: 71.770,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-224/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-224,resnet,MultiStream,166.022456,acc: 71.770,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-224/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_float-1.0-224,resnet,Offline,48.723,acc: 71.770,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_float-1.0-224/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite2,resnet,SingleStream,58.851243,acc: 77.542,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite2/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite2,resnet,MultiStream,473.727512,acc: 77.542,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite2/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite2,resnet,Offline,17.0247,acc: 77.542,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite2/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite3,resnet,SingleStream,93.083292,acc: 79.268,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite3/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite3,resnet,MultiStream,748.682552,acc: 79.268,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite3/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite3,resnet,Offline,10.778,acc: 79.268,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite3/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-224,resnet,SingleStream,5.590694,acc: 50.224,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-224/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-224,resnet,MultiStream,45.076072,acc: 50.224,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-224/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-224,resnet,Offline,179.236,acc: 50.224,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-224/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-128,resnet,SingleStream,1.039332,acc: 44.116,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-128/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-128,resnet,MultiStream,8.391656,acc: 44.116,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-128/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.25-128,resnet,Offline,966.881,acc: 44.116,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.25-128/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-160,resnet,SingleStream,4.597941,acc: 54.594,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-160/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-160,resnet,MultiStream,36.907592,acc: 54.594,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-160/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-160,resnet,Offline,217.879,acc: 54.594,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-160/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-192,resnet,SingleStream,45.185981,acc: 70.012,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-192/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-192,resnet,MultiStream,361.846664,acc: 70.012,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-192/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-192,resnet,Offline,22.1558,acc: 70.012,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-192/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite0,resnet,SingleStream,27.237014,acc: 75.068,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite0/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite0,resnet,MultiStream,218.621984,acc: 75.068,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite0/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite0,resnet,Offline,36.8157,acc: 75.068,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite0/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.75-192,resnet,SingleStream,14.376051,acc: 68.242,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.75-192/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.75-192,resnet,MultiStream,115.533208,acc: 68.242,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.75-192/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_float-0.75-192,resnet,Offline,69.9776,acc: 68.242,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_float-0.75-192/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-160,resnet,SingleStream,2.885434,acc: 45.492,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-160/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-160,resnet,MultiStream,23.180424,acc: 45.492,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-160/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.25-160,resnet,Offline,347.413,acc: 45.492,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.25-160/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.75-192,resnet,SingleStream,26.623669,acc: 67.198,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.75-192/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.75-192,resnet,MultiStream,213.3694,acc: 67.198,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.75-192/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.75-192,resnet,Offline,37.6165,acc: 67.198,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.75-192/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-192,resnet,SingleStream,6.429084,acc: 56.604,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-192/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-192,resnet,MultiStream,51.616792,acc: 56.604,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-192/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.35-192,resnet,Offline,155.895,acc: 56.604,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.35-192/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-1.0-128,resnet,SingleStream,11.804886,acc: 63.602,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-1.0-128/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-1.0-128,resnet,MultiStream,94.742408,acc: 63.602,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-1.0-128/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-1.0-128,resnet,Offline,84.8138,acc: 63.602,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-1.0-128/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-192,resnet,SingleStream,9.344063,acc: 61.982,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-192/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-192,resnet,MultiStream,75.10776,acc: 61.982,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-192/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v2-precision_uint8-0.5-192,resnet,Offline,107.231,acc: 61.982,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v2-precision_uint8-0.5-192/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-160,resnet,SingleStream,31.898722,acc: 68.240,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-160/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-160,resnet,MultiStream,255.66488,acc: 68.240,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-160/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-1.0-160,resnet,Offline,31.3917,acc: 68.240,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-1.0-160/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"uint8"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite1,resnet,SingleStream,41.697506,acc: 76.642,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite1/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite1,resnet,MultiStream,334.933264,acc: 76.642,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite1/multistream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,efficientnet-fp32-lite1,resnet,Offline,24.0526,acc: 76.642,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/efficientnet-fp32-lite1/offline,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_05d9d5b2580ad479b",aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config,mobilenet-v1-precision_uint8-0.5-160,resnet,SingleStream,8.834129,acc: 59.480,1,"Neoverse-N1",1,2,"N/A","0",open/GATEOverflow/results/aws_m6g.large-ctuning_cpp_tflite-cpu-tflite_vmaster-default_config/mobilenet-v1-precision_uint8-0.5-160/singlestream,"tflite vmaster","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"uint8"
